9.26E-05,-7.41E-04,0,7.41E-04,-9.26E-05
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
-2.22E-03,1.78E-02,0,-1.78E-02,2.22E-03
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
9.26E-05,-7.41E-04,0,7.41E-04,-9.26E-05
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
1.48E-03,-1.19E-02,0,1.19E-02,-1.48E-03
8.89E-03,-7.11E-02,0,7.11E-02,-8.89E-03
1.48E-03,-1.19E-02,0,1.19E-02,-1.48E-03
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
-2.22E-03,1.78E-02,0,-1.78E-02,2.22E-03
8.89E-03,-7.11E-02,0,7.11E-02,-8.89E-03
5.33E-02,-0.426666667,0,0.426666667,-5.33E-02
8.89E-03,-7.11E-02,0,7.11E-02,-8.89E-03
-2.22E-03,1.78E-02,0,-1.78E-02,2.22E-03
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
1.48E-03,-1.19E-02,0,1.19E-02,-1.48E-03
8.89E-03,-7.11E-02,0,7.11E-02,-8.89E-03
1.48E-03,-1.19E-02,0,1.19E-02,-1.48E-03
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
9.26E-05,-7.41E-04,0,7.41E-04,-9.26E-05
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
-2.22E-03,1.78E-02,0,-1.78E-02,2.22E-03
-3.70E-04,2.96E-03,0,-2.96E-03,3.70E-04
9.26E-05,-7.41E-04,0,7.41E-04,-9.26E-05